"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","grp","cmb_smpEf","Temp","OxgD","COrgT","FDisp","TSolidDis","Nitratos","Silicatos","GrasAceit","SAAM","Alcalinid","Log_Cond","sed_Nitrog","sed_p_limo","sed_fosforo","sed_Sodio","sed_hierro","sed_Magnes","Cantos.rodados","Grava","Vrip","CDosel","ProfProm","Ancho","ProfCapFot","Plataf","Red.Hidrica","CuerpAgua","decimalLat","decimalLon","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_ViaPri","Dia_ViaSec","Dis_Cienag","Dis_MGSG","Dis_Dre345","DisBosque","Dis_CobNat","Tam_Parche"
"61","ANH_302","Species richness",12,13,1.472,12.122,20.201,"Ar_At",1.56756756756757,26.9,3.6,18.54,0.05,56,2.3518,0.389,1.08,0.04,15.3,1.14612803567824,0.2729,6,0.00421,24.94,0.73,38.24,0,0,2,1,1.3,3,1.3,"Platero","LA MORENA-TRECE","Quebrada",7.3125449943,-73.8580540102,2390.72834104,2299.33616252,5459.48558752,7314.08774518,1879.68516948,1426.20124605,2500.88223882,3711.01156864,5805.69133732,450.969141195,0,0,135.594330327
"62","ANH_302","Shannon diversity",10.908,13.239,1.844,10.908,16.853,"Ar_At",1.56756756756757,26.9,3.6,18.54,0.05,56,2.3518,0.389,1.08,0.04,15.3,1.14612803567824,0.2729,6,0.00421,24.94,0.73,38.24,0,0,2,1,1.3,3,1.3,"Platero","LA MORENA-TRECE","Quebrada",7.3125449943,-73.8580540102,2390.72834104,2299.33616252,5459.48558752,7314.08774518,1879.68516948,1426.20124605,2500.88223882,3711.01156864,5805.69133732,450.969141195,0,0,135.594330327
"63","ANH_302","Simpson diversity",9.981,12.9,1.419,10.119,15.681,"Ar_At",1.56756756756757,26.9,3.6,18.54,0.05,56,2.3518,0.389,1.08,0.04,15.3,1.14612803567824,0.2729,6,0.00421,24.94,0.73,38.24,0,0,2,1,1.3,3,1.3,"Platero","LA MORENA-TRECE","Quebrada",7.3125449943,-73.8580540102,2390.72834104,2299.33616252,5459.48558752,7314.08774518,1879.68516948,1426.20124605,2500.88223882,3711.01156864,5805.69133732,450.969141195,0,0,135.594330327
"64","ANH_303","Species richness",13,18.062,4.781,14.058,37.214,"Ar_At",0.921269095182139,29.22,2.74,22.75,0.525,26,2.5663,0.218,1.56,0.065,63.968,1.72427586960079,0.1919,8,0.00432,22.55,1.66,59.96,0,0,4,3,0.75,6.5,0.27,"Platero","MONTECRISTO-YARIRI","Caño",7.32463500024,-73.895636,1269.03876867,4453.08579257,3416.25595498,3491.82090825,1006.28474126,1339.5776581,1260.46523461,1046.43932975,1546.95261534,3909.28969742,970.328236099,72.2397412112,75.2663512511
"65","ANH_303","Shannon diversity",12.268,18.062,2.703,12.764,23.361,"Ar_At",0.921269095182139,29.22,2.74,22.75,0.525,26,2.5663,0.218,1.56,0.065,63.968,1.72427586960079,0.1919,8,0.00432,22.55,1.66,59.96,0,0,4,3,0.75,6.5,0.27,"Platero","MONTECRISTO-YARIRI","Caño",7.32463500024,-73.895636,1269.03876867,4453.08579257,3416.25595498,3491.82090825,1006.28474126,1339.5776581,1260.46523461,1046.43932975,1546.95261534,3909.28969742,970.328236099,72.2397412112,75.2663512511
"66","ANH_303","Simpson diversity",11.56,17.5,2.512,12.577,22.423,"Ar_At",0.921269095182139,29.22,2.74,22.75,0.525,26,2.5663,0.218,1.56,0.065,63.968,1.72427586960079,0.1919,8,0.00432,22.55,1.66,59.96,0,0,4,3,0.75,6.5,0.27,"Platero","MONTECRISTO-YARIRI","Caño",7.32463500024,-73.895636,1269.03876867,4453.08579257,3416.25595498,3491.82090825,1006.28474126,1339.5776581,1260.46523461,1046.43932975,1546.95261534,3909.28969742,970.328236099,72.2397412112,75.2663512511
"67","ANH_304","Species richness",13,18.062,4.781,14.058,37.214,"Ar_At",0.948883666274971,27.9,7.57,0,0,0,0,0,0,0,0,1.20411998265592,0,0,0,0,0,0,0,0.1,2,2,0.95,4,0.95,"Platero","LA MORENA-TRECE","Quebrada",7.33135900024,-73.855404,1551.02116398,1450.59975733,6680.31596503,6680.31596503,220.292308639,470.582704293,1563.70259172,3122.44781767,5623.4164489,42.4794732888,0,0,61.3915848758
"68","ANH_304","Shannon diversity",12.268,18.062,2.738,12.697,23.428,"Ar_At",0.948883666274971,27.9,7.57,0,0,0,0,0,0,0,0,1.20411998265592,0,0,0,0,0,0,0,0.1,2,2,0.95,4,0.95,"Platero","LA MORENA-TRECE","Quebrada",7.33135900024,-73.855404,1551.02116398,1450.59975733,6680.31596503,6680.31596503,220.292308639,470.582704293,1563.70259172,3122.44781767,5623.4164489,42.4794732888,0,0,61.3915848758
"69","ANH_304","Simpson diversity",11.56,17.5,2.913,11.791,23.209,"Ar_At",0.948883666274971,27.9,7.57,0,0,0,0,0,0,0,0,1.20411998265592,0,0,0,0,0,0,0,0.1,2,2,0.95,4,0.95,"Platero","LA MORENA-TRECE","Quebrada",7.33135900024,-73.855404,1551.02116398,1450.59975733,6680.31596503,6680.31596503,220.292308639,470.582704293,1563.70259172,3122.44781767,5623.4164489,42.4794732888,0,0,61.3915848758
"70","ANH_305","Species richness",29,37.438,5.877,31.46,57.943,"Ar_At",1.39623971797885,27.82,5.52,18.32,1.075,16,2.697,0.568,1.48,0.076,22.989,1.32221929473392,0,0,0,0,0,0,0.75,0.05,2,2,1.3,8.5,1.3,"Platero","LA MORENA-TRECE","Quebrada",7.33309000024,-73.840144,151.782273909,106.107248646,7199.41658319,7199.41658319,548.300690569,675.084642507,108.649067058,4359.37293076,7260.08860766,38.9116684692,0,0,99.7831160149
"71","ANH_305","Shannon diversity",26.072,36.442,4.086,28.434,44.45,"Ar_At",1.39623971797885,27.82,5.52,18.32,1.075,16,2.697,0.568,1.48,0.076,22.989,1.32221929473392,0,0,0,0,0,0,0.75,0.05,2,2,1.3,8.5,1.3,"Platero","LA MORENA-TRECE","Quebrada",7.33309000024,-73.840144,151.782273909,106.107248646,7199.41658319,7199.41658319,548.300690569,675.084642507,108.649067058,4359.37293076,7260.08860766,38.9116684692,0,0,99.7831160149
